,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
195,2016-07-15,7312.612195408466,-559.0709502371333,9120.45058435261,7312.612195408466,7312.612195408466,-2964.334379828447,-2964.334379828447,-2964.334379828447,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157256368,-123.75732157256368,-123.75732157256368,613.5689688161173,613.5689688161173,613.5689688161173,0.0,0.0,0.0,4348.277815580019
196,2016-07-16,7312.987736161459,159.7176894979525,10081.530052784048,7312.987736161459,7312.987736161459,-2488.9585664123806,-2488.9585664123806,-2488.9585664123806,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872082515,366.3625872082515,366.3625872082515,598.8248734513685,598.8248734513685,598.8248734513685,0.0,0.0,0.0,4824.029169749078
197,2016-07-17,7313.3632769144515,-294.3750178641733,9791.805608794055,7313.3632769144515,7313.3632769144515,-2480.195986819437,-2480.195986819437,-2480.195986819437,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.0377138859503,392.0377138859503,392.0377138859503,581.9123263666129,581.9123263666129,581.9123263666129,0.0,0.0,0.0,4833.167290095014
198,2016-07-18,7313.738817667445,-733.5792181132531,9581.849938058069,7313.738817667445,7313.738817667445,-2779.7960172583253,-2779.7960172583253,-2779.7960172583253,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030111044,111.70150030111044,111.70150030111044,562.6485095125649,562.6485095125649,562.6485095125649,0.0,0.0,0.0,4533.94280040912
199,2016-07-19,7314.1143584204365,-1334.5785324250417,8519.791962908888,7314.1143584204365,7314.1143584204365,-3569.971062107563,-3569.971062107563,-3569.971062107563,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661749767,-656.6726661749767,-656.6726661749767,540.8476311394145,540.8476311394145,540.8476311394145,0.0,0.0,0.0,3744.1432963128736
200,2016-07-20,7314.48989917343,-532.0054718829853,9387.90254228501,7314.48989917343,7314.48989917343,-2999.37336019611,-2999.37336019611,-2999.37336019611,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812489527,-61.55397812489527,-61.55397812489527,516.326645000786,516.326645000786,516.326645000786,0.0,0.0,0.0,4315.11653897732
201,2016-07-21,7314.865439926423,-795.1392107344886,9433.087833005024,7314.865439926423,7314.865439926423,-2993.352160595742,-2993.352160595742,-2993.352160595742,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835524892055,-28.117835524892055,-28.117835524892055,488.9117020011501,488.9117020011501,488.9117020011501,0.0,0.0,0.0,4321.513279330681
202,2016-07-22,7315.240980679416,-821.392509414863,9068.305731004264,7315.240980679416,7315.240980679416,-3119.4581321417054,-3119.4581321417054,-3119.4581321417054,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157174086,-123.75732157174086,-123.75732157174086,458.4452165020362,458.4452165020362,458.4452165020362,0.0,0.0,0.0,4195.78284853771
203,2016-07-23,7315.616521432408,-187.14246800483184,9606.728284514244,7315.616521432408,7315.616521432408,-2662.9900434412752,-2662.9900434412752,-2662.9900434412752,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.36258720983557,366.36258720983557,366.36258720983557,424.7933964208894,424.7933964208894,424.7933964208894,0.0,0.0,0.0,4652.626477991133
204,2016-07-24,7315.992062185401,-1.4640483334081125,9886.04408335801,7315.992062185401,7315.992062185401,-2674.254257561722,-2674.254257561722,-2674.254257561722,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.03771388568583,392.03771388568583,392.03771388568583,387.8540556245924,387.8540556245924,387.8540556245924,0.0,0.0,0.0,4641.737804623679
205,2016-07-25,7316.367602938394,-408.43742196542854,9279.233992991267,7316.367602938394,7316.367602938394,-2994.880026588357,-2994.880026588357,-2994.880026588357,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030061016,111.70150030061016,111.70150030061016,347.56450018303383,347.56450018303383,347.56450018303383,0.0,0.0,0.0,4321.487576350037
206,2016-07-26,7316.743143691388,-1557.1578013760818,8585.38622097836,7316.743143691388,7316.743143691388,-3806.9094352427924,-3806.9094352427924,-3806.9094352427924,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661748637,-656.6726661748637,-656.6726661748637,303.9092580040715,303.9092580040715,303.9092580040715,0.0,0.0,0.0,3509.833708448595
207,2016-07-27,7317.118684444381,-1088.5374163702788,8795.410299555586,7317.118684444381,7317.118684444381,-3258.7725999137783,-3258.7725999137783,-3258.7725999137783,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812477156,-61.55397812477156,-61.55397812477156,256.92740528299333,256.92740528299333,256.92740528299333,0.0,0.0,0.0,4058.3460845306026
208,2016-07-28,7317.4942251973725,-1035.8086916762034,9408.407609661515,7317.4942251973725,7317.4942251973725,-3275.544628593333,-3275.544628593333,-3275.544628593333,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.11783552470126,-28.11783552470126,-28.11783552470126,206.7192340033682,206.7192340033682,206.7192340033682,0.0,0.0,0.0,4041.9495966040395
209,2016-07-29,7317.869765950366,-1160.088092392761,8835.100924879234,7317.869765950366,7317.869765950366,-3424.451345483911,-3424.451345483911,-3424.451345483911,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157078397,-123.75732157078397,-123.75732157078397,153.4520031588733,153.4520031588733,153.4520031588733,0.0,0.0,0.0,3893.418420466455
210,2016-07-30,7318.245306703358,-1069.835948491873,9517.614448160273,7318.245306703358,7318.245306703358,-2990.4189169406677,-2990.4189169406677,-2990.4189169406677,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872083939,366.3625872083939,366.3625872083939,97.36452292293855,97.36452292293855,97.36452292293855,0.0,0.0,0.0,4327.826389762691
211,2016-07-31,7318.620818435915,-640.6093546524576,9004.623150280982,7318.620818435915,7318.620818435915,-3023.337977208561,-3023.337977208561,-3023.337977208561,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.03771388542157,392.03771388542157,392.03771388542157,38.770335978018075,38.770335978018075,38.770335978018075,0.0,0.0,0.0,4295.282841227354
212,2016-08-01,7318.99633016847,-758.9584593762825,9403.45853988341,7318.99633016847,7318.99633016847,-3364.385243173592,-3364.385243173592,-3364.385243173592,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030156557,111.70150030156557,111.70150030156557,-21.94071640315708,-21.94071640315708,-21.94071640315708,0.0,0.0,0.0,3954.6110869948784
213,2016-08-02,7319.371841901027,-2144.052136256668,8045.954576362719,7319.371841901027,7319.371841901027,-4195.121417655637,-4195.121417655637,-4195.121417655637,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.672666175236,-656.672666175236,-656.672666175236,-84.30272440840055,-84.30272440840055,-84.30272440840055,0.0,0.0,0.0,3124.2504242453906
214,2016-08-03,7319.747353633583,-1488.4572589450756,8764.372205408248,7319.747353633583,7319.747353633583,-3663.475882838899,-3663.475882838899,-3663.475882838899,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.553978124651124,-61.553978124651124,-61.553978124651124,-147.7758776422472,-147.7758776422472,-147.7758776422472,0.0,0.0,0.0,3656.271470794684
215,2016-08-04,7320.122865366139,-1468.7161335776113,8775.417046123366,7320.122865366139,7320.122865366139,-3694.0145294809463,-3694.0145294809463,-3694.0145294809463,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835524510472,-28.117835524510472,-28.117835524510472,-211.75066688443488,-211.75066688443488,-211.75066688443488,0.0,0.0,0.0,3626.108335885193
216,2016-08-05,7320.4983770986955,-1549.0826145949095,8378.742213399852,7320.4983770986955,7320.4983770986955,-3853.457512618278,-3853.457512618278,-3853.457512618278,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.7573215721789,-123.7573215721789,-123.7573215721789,-275.5541639740982,-275.5541639740982,-275.5541639740982,0.0,0.0,0.0,3467.0408644804174
217,2016-08-06,7320.873888831252,-1256.8204858858514,9303.910114701273,7320.873888831252,7320.873888831252,-3426.241808043285,-3426.241808043285,-3426.241808043285,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872088887,366.3625872088887,366.3625872088887,-338.458368180173,-338.458368180173,-338.458368180173,0.0,0.0,0.0,3894.632080787967
218,2016-08-07,7321.249400563808,-1268.8938475425446,9079.127449266922,7321.249400563808,7321.249400563808,-3461.7988617454384,-3461.7988617454384,-3461.7988617454384,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.0377138860974,392.0377138860974,392.0377138860974,-399.690548559536,-399.690548559536,-399.690548559536,0.0,0.0,0.0,3859.4505388183698
219,2016-08-08,7321.6249122963645,-1576.8468053398979,7925.409918105198,7321.6249122963645,7321.6249122963645,-3800.889978453593,-3800.889978453593,-3800.889978453593,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030100872,111.70150030100872,111.70150030100872,-458.4454516826015,-458.4454516826015,-458.4454516826015,0.0,0.0,0.0,3520.7349338427716
220,2016-08-09,7322.00042402892,-2342.015423953017,7974.874013526339,7322.00042402892,7322.00042402892,-4624.717877766946,-4624.717877766946,-4624.717877766946,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661755898,-656.6726661755898,-656.6726661755898,-513.8991845193566,-513.8991845193566,-513.8991845193566,0.0,0.0,0.0,2697.282546261974
221,2016-08-10,7322.375935761477,-1827.9770324801218,8049.758316295148,7322.375935761477,7322.375935761477,-4080.924530178674,-4080.924530178674,-4080.924530178674,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812363314,-61.55397812363314,-61.55397812363314,-565.2245249830411,-565.2245249830411,-565.2245249830411,0.0,0.0,0.0,3241.451405582803
222,2016-08-11,7322.751447494033,-1566.5205266438875,7877.699537534458,7322.751447494033,7322.751447494033,-4093.871222088376,-4093.871222088376,-4093.871222088376,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835524319684,-28.117835524319684,-28.117835524319684,-611.6073594920554,-611.6073594920554,-611.6073594920554,0.0,0.0,0.0,3228.880225405657
223,2016-08-12,7323.126959226589,-1807.3837663250154,7815.218110297528,7323.126959226589,7323.126959226589,-4230.167248296242,-4230.167248296242,-4230.167248296242,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157135609,-123.75732157135609,-123.75732157135609,-652.2638996528865,-652.2638996528865,-652.2638996528865,0.0,0.0,0.0,3092.959710930347
224,2016-08-13,7323.502470959145,-1225.5222935277607,8416.681340157158,7323.502470959145,7323.502470959145,-3774.2417303261022,-3774.2417303261022,-3774.2417303261022,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.36258720853664,366.36258720853664,366.36258720853664,-686.4582904626387,-686.4582904626387,-686.4582904626387,0.0,0.0,0.0,3549.260740633043
225,2016-08-14,7323.877982691702,-1393.9709293646936,8623.065639938395,7323.877982691702,7323.877982691702,-3775.628504925209,-3775.628504925209,-3775.628504925209,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.037713885833,392.037713885833,392.037713885833,-713.5201917390422,-713.5201917390422,-713.5201917390422,0.0,0.0,0.0,3548.2494777664924
226,2016-08-15,7324.253494424257,-1646.7830915338548,8112.965558079052,7324.253494424257,7324.253494424257,-4075.3064208689007,-4075.3064208689007,-4075.3064208689007,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030045185,111.70150030045185,111.70150030045185,-732.8618940973527,-732.8618940973527,-732.8618940973527,0.0,0.0,0.0,3248.9470735553564
227,2016-08-16,7324.629006156814,-2398.51840778984,7620.363519104759,7324.629006156814,7324.629006156814,-4854.813214943515,-4854.813214943515,-4854.813214943515,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661745619,-656.6726661745619,-656.6726661745619,-743.9945216969528,-743.9945216969528,-743.9945216969528,0.0,0.0,0.0,2469.8157912132992
228,2016-08-17,7325.00451788937,-2167.7655496381776,8250.272912881012,7325.00451788937,7325.00451788937,-4262.242882086345,-4262.242882086345,-4262.242882086345,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.553978125304546,-61.553978125304546,-61.553978125304546,-746.5428768890407,-746.5428768890407,-746.5428768890407,0.0,0.0,0.0,3062.7616358030245
229,2016-08-18,7325.380029621926,-1547.6349463765953,8318.177133033241,7325.380029621926,7325.380029621926,-4222.522359781119,-4222.522359781119,-4222.522359781119,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835525083642,-28.117835525083642,-28.117835525083642,-740.2584971840348,-740.2584971840348,-740.2584971840348,0.0,0.0,0.0,3102.857669840807
230,2016-08-19,7325.755541354482,-1965.592376396731,7960.548306309813,7325.755541354482,7325.755541354482,-4302.933871294288,-4302.933871294288,-4302.933871294288,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157157499,-123.75732157157499,-123.75732157157499,-725.0305226507122,-725.0305226507122,-725.0305226507122,0.0,0.0,0.0,3022.8216700601943
231,2016-08-20,7326.131053087039,-1506.0540361902508,8999.091903643863,7326.131053087039,7326.131053087039,-3788.677451480049,-3788.677451480049,-3788.677451480049,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872091526,366.3625872091526,366.3625872091526,-700.8940116172015,-700.8940116172015,-700.8940116172015,0.0,0.0,0.0,3537.4536016069897
232,2016-08-21,7326.506564819594,-1564.1383405609508,9120.35132750633,7326.506564819594,7326.506564819594,-3730.14370685587,-3730.14370685587,-3730.14370685587,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.0377138861373,392.0377138861373,392.0377138861373,-668.0353936700075,-668.0353936700075,-668.0353936700075,0.0,0.0,0.0,3596.3628579637243
233,2016-08-22,7326.882076552151,-1869.9851016350003,8699.570625585251,7326.882076552151,7326.882076552151,-3969.2393371616154,-3969.2393371616154,-3969.2393371616154,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150029989507,111.70150029989507,111.70150029989507,-626.7948103895094,-626.7948103895094,-626.7948103895094,0.0,0.0,0.0,3357.642739390536
234,2016-08-23,7327.257588284707,-2247.091886644346,7777.607886001711,7327.257588284707,7327.257588284707,-4688.483857878064,-4688.483857878064,-4688.483857878064,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661744673,-656.6726661744673,-656.6726661744673,-577.6651646315967,-577.6651646315967,-577.6651646315967,0.0,0.0,0.0,2638.773730406643
235,2016-08-24,7327.633100017262,-1903.198875710648,8208.863441958338,7327.633100017262,7327.633100017262,-4036.9877819934463,-4036.9877819934463,-4036.9877819934463,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812428654,-61.55397812428654,-61.55397812428654,-521.2877767971592,-521.2877767971592,-521.2877767971592,0.0,0.0,0.0,3290.645318023816
236,2016-08-25,7328.0086117498195,-1799.4583666973983,8697.218728153754,7328.0086117498195,7328.0086117498195,-3940.708492066588,-3940.708492066588,-3940.708492066588,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.11783552489285,-28.11783552489285,-28.11783552489285,-458.44462946969463,-458.44462946969463,-458.44462946969463,0.0,0.0,0.0,3387.3001196832315
237,2016-08-26,7328.384123482376,-1581.1358883925363,8541.335821377674,7328.384123482376,7328.384123482376,-3967.9506165604616,-3967.9506165604616,-3967.9506165604616,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157179395,-123.75732157179395,-123.75732157179395,-390.0472679166673,-390.0472679166673,-390.0472679166673,0.0,0.0,0.0,3360.433506921914
238,2016-08-27,7328.759635214931,-1219.279206188484,9031.694522920901,7328.759635214931,7328.759635214931,-3404.9059508040605,-3404.9059508040605,-3404.9059508040605,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872097687,366.3625872097687,366.3625872097687,-317.12251094182886,-317.12251094182886,-317.12251094182886,0.0,0.0,0.0,3923.8536844108708
239,2016-08-28,7329.1351469474885,-1046.909958176335,8723.799979162255,7329.1351469474885,7329.1351469474885,-3302.903525250801,-3302.903525250801,-3302.903525250801,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.03771388567577,392.03771388567577,392.03771388567577,-240.79521206447654,-240.79521206447654,-240.79521206447654,0.0,0.0,0.0,4026.2316216966874
240,2016-08-29,7329.510658680044,-1253.291126359659,8879.864675177912,7329.510658680044,7329.510658680044,-3504.712919363309,-3504.712919363309,-3504.712919363309,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030085048,111.70150030085048,111.70150030085048,-162.26839259215947,-162.26839259215947,-162.26839259215947,0.0,0.0,0.0,3824.797739316735
241,2016-08-30,7329.886170412599,-2556.3614460757453,8078.743706527175,7329.886170412599,7329.886170412599,-4193.619836739998,-4193.619836739998,-4193.619836739998,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661748211,-656.6726661748211,-656.6726661748211,-82.8011434931773,-82.8011434931773,-82.8011434931773,0.0,0.0,0.0,3136.266333672601
242,2016-08-31,7330.261682145157,-1516.6852252271656,8977.164660114338,7330.261682145157,7330.261682145157,-3519.3847650282146,-3519.3847650282146,-3519.3847650282146,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.5539781241661,-61.5539781241661,-61.5539781241661,-3.684759832048189,-3.684759832048189,-3.684759832048189,0.0,0.0,0.0,3810.876917116942
243,2016-09-01,7330.637193877712,-795.6225115339654,8968.476858946826,7330.637193877712,7330.637193877712,-3408.4814904782575,-3408.4814904782575,-3408.4814904782575,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.11783552585275,-28.11783552585275,-28.11783552585275,73.78237211959606,73.78237211959606,73.78237211959606,0.0,0.0,0.0,3922.1557033994545
244,2016-09-02,7331.012705610269,-1122.1488027870425,9071.753126052094,7331.012705610269,7331.012705610269,-3429.5827776708184,-3429.5827776708184,-3429.5827776708184,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157228124,-123.75732157228124,-123.75732157228124,148.32057097346384,148.32057097346384,148.32057097346384,0.0,0.0,0.0,3901.429927939451
245,2016-09-03,7331.388217342826,-817.4382170026885,9631.426788980645,7331.388217342826,7331.388217342826,-2869.088694698834,-2869.088694698834,-2869.088694698834,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872092951,366.3625872092951,366.3625872092951,218.69474516387203,218.69474516387203,218.69474516387203,0.0,0.0,0.0,4462.299522643992
246,2016-09-04,7331.763729051927,-337.35752201024354,9911.776116934241,7331.763729051927,7331.763729051927,-2778.3685560756244,-2778.3685560756244,-2778.3685560756244,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.03771388598005,392.03771388598005,392.03771388598005,283.73975711039583,283.73975711039583,283.73975711039583,0.0,0.0,0.0,4553.395172976303
247,2016-09-05,7332.139240761029,-842.263130475103,9300.073427028898,7332.139240761029,7332.139240761029,-3000.0598693992215,-3000.0598693992215,-3000.0598693992215,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030029366,111.70150030029366,111.70150030029366,342.38465737248583,342.38465737248583,342.38465737248583,0.0,0.0,0.0,4332.079371361808
248,2016-09-06,7332.514752470132,-1521.0385463662599,8801.745993837885,7332.514752470132,7332.514752470132,-3717.1434972942816,-3717.1434972942816,-3717.1434972942816,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661751749,-656.6726661751749,-656.6726661751749,393.67519595289406,393.67519595289406,393.67519595289406,0.0,0.0,0.0,3615.371255175851
249,2016-09-07,7332.890264179235,-879.4714840878198,9204.28410108649,7332.890264179235,7332.890264179235,-3078.9059550336356,-3078.9059550336356,-3078.9059550336356,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812404568,-61.55397812404568,-61.55397812404568,436.7940501624107,436.7940501624107,436.7940501624107,0.0,0.0,0.0,4253.984309145599
250,2016-09-08,7333.265775888337,-672.0651092872141,9319.072522367358,7333.265775888337,7333.265775888337,-3011.1856065866377,-3011.1856065866377,-3011.1856065866377,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.11783552431534,-28.11783552431534,-28.11783552431534,471.07825600967817,471.07825600967817,471.07825600967817,0.0,0.0,0.0,4322.080169301699
251,2016-09-09,7333.64128759744,-714.0202340006169,9603.67899808678,7333.64128759744,7333.64128759744,-3081.869956722463,-3081.869956722463,-3081.869956722463,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.7573215725002,-123.7573215725002,-123.7573215725002,496.03339192203805,496.03339192203805,496.03339192203805,0.0,0.0,0.0,4251.771330874977
252,2016-09-10,7334.016799306542,-284.3876477657222,10313.276279229025,7334.016799306542,7334.016799306542,-2576.4393015645524,-2576.4393015645524,-2576.4393015645524,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.362587208943,366.362587208943,366.362587208943,511.34413829850456,511.34413829850456,511.34413829850456,0.0,0.0,0.0,4757.57749774199
253,2016-09-11,7334.392311015645,-112.42174399136948,9808.034324949635,7334.392311015645,7334.392311015645,-2545.2273910238837,-2545.2273910238837,-2545.2273910238837,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.0377138857156,392.0377138857156,392.0377138857156,516.8809221624014,516.8809221624014,516.8809221624014,0.0,0.0,0.0,4789.164919991761
254,2016-09-12,7334.767822724748,-322.81099084399403,9334.202803572236,7334.767822724748,7334.767822724748,-2829.74207592238,-2829.74207592238,-2829.74207592238,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030130564,111.70150030130564,111.70150030130564,512.7024508483152,512.7024508483152,512.7024508483152,0.0,0.0,0.0,4505.025746802368
255,2016-09-13,7335.14333443385,-1073.0671105244874,8431.47686604331,7335.14333443385,7335.14333443385,-3611.7646534360174,-3611.7646534360174,-3611.7646534360174,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661750803,-656.6726661750803,-656.6726661750803,499.0540398110625,499.0540398110625,499.0540398110625,0.0,0.0,0.0,3723.378680997833
256,2016-09-14,7335.5188461429525,-719.212429770991,8765.08552659725,7335.5188461429525,7335.5188461429525,-3039.338260562243,-3039.338260562243,-3039.338260562243,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812481956,-61.55397812481956,-61.55397812481956,476.36174463457684,476.36174463457684,476.36174463457684,0.0,0.0,0.0,4296.18058558071
257,2016-09-15,7335.894357852056,-544.3423846770178,9758.499074958263,7335.894357852056,7335.894357852056,-3037.041449242118,-3037.041449242118,-3037.041449242118,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835525275236,-28.117835525275236,-28.117835525275236,445.22241335515736,445.22241335515736,445.22241335515736,0.0,0.0,0.0,4298.852908609938
258,2016-09-16,7336.269869561158,-852.4746471873215,8900.912200827686,7336.269869561158,7336.269869561158,-3171.513469217424,-3171.513469217424,-3171.513469217424,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157271915,-123.75732157271915,-123.75732157271915,406.3898794272957,406.3898794272957,406.3898794272957,0.0,0.0,0.0,4164.756400343735
259,2016-09-17,7336.64538127026,-317.36157262652836,9728.134573768668,7336.64538127026,7336.64538127026,-2727.025824657156,-2727.025824657156,-2727.025824657156,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.362587208591,366.362587208591,366.362587208591,360.7576152062533,360.7576152062533,360.7576152062533,0.0,0.0,0.0,4609.619556613105
260,2016-09-18,7337.020892979363,-91.17504137149693,9451.679619763328,7337.020892979363,7337.020892979363,-2752.7700552504257,-2752.7700552504257,-2752.7700552504257,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.0377138854513,392.0377138854513,392.0377138854513,309.338257936123,309.338257936123,309.338257936123,0.0,0.0,0.0,4584.250837728938
261,2016-09-19,7337.396404688466,-804.0844257990292,9415.871656638323,7337.396404688466,7337.396404688466,-3089.204024448366,-3089.204024448366,-3089.204024448366,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030237419,111.70150030237419,111.70150030237419,253.24050232126075,253.24050232126075,253.24050232126075,0.0,0.0,0.0,4248.1923802401
262,2016-09-20,7337.771916397568,-1495.8773917834433,8614.147426408574,7337.771916397568,7337.771916397568,-3917.1747697645933,-3917.1747697645933,-3917.1747697645933,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661749673,-656.6726661749673,-656.6726661749673,193.64392348237425,193.64392348237425,193.64392348237425,0.0,0.0,0.0,3420.5971466329747
263,2016-09-21,7338.147428106671,-1183.4858972996765,8960.5230620622,7338.147428106671,7338.147428106671,-3383.92765576562,-3383.92765576562,-3383.92765576562,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.553978123801485,-61.553978123801485,-61.553978123801485,131.77234943018158,131.77234943018158,131.77234943018158,0.0,0.0,0.0,3954.2197723410513
264,2016-09-22,7338.5229398157735,-754.4728498960833,9047.620962494604,7338.5229398157735,7338.5229398157735,-3413.3974211303635,-3413.3974211303635,-3413.3974211303635,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-28.117835525084445,-28.117835525084445,-28.117835525084445,68.86644146672145,68.86644146672145,68.86644146672145,0.0,0.0,0.0,3925.12551868541
265,2016-09-23,7338.898451524876,-1622.1393391824095,8734.767899467159,7338.898451524876,7338.898451524876,-3571.7471857081946,-3571.7471857081946,-3571.7471857081946,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-123.75732157176225,-123.75732157176225,-123.75732157176225,6.156162935567777,6.156162935567777,6.156162935567777,0.0,0.0,0.0,3767.151265816681
266,2016-09-24,7339.273963233979,-900.1816776007809,9795.283681707113,7339.273963233979,7339.273963233979,-3142.949619134093,-3142.949619134093,-3142.949619134093,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,366.3625872081175,366.3625872081175,366.3625872081175,-55.166179270210364,-55.166179270210364,-55.166179270210364,0.0,0.0,0.0,4196.324344099886
267,2016-09-25,7339.649474943081,-972.1259707101871,9293.65568335699,7339.649474943081,7339.649474943081,-3176.0799635242843,-3176.0799635242843,-3176.0799635242843,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,392.03771388555845,392.03771388555845,392.03771388555845,-113.97165033784205,-113.97165033784205,-113.97165033784205,0.0,0.0,0.0,4163.5695114187965
268,2016-09-26,7340.0249866521835,-1185.7614179744046,9019.500057612218,7340.0249866521835,7340.0249866521835,-3511.663049305942,-3511.663049305942,-3511.663049305942,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,111.70150030176079,111.70150030176079,111.70150030176079,-169.2185225357028,-169.2185225357028,-169.2185225357028,0.0,0.0,0.0,3828.3619373462416
269,2016-09-27,7340.400498361287,-1851.2362409602663,8237.389995318197,7340.400498361287,7340.400498361287,-4330.7923346903635,-4330.7923346903635,-4330.7923346903635,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-656.6726661748544,-656.6726661748544,-656.6726661748544,-219.97364144350928,-219.97364144350928,-219.97364144350928,0.0,0.0,0.0,3009.608163670923
270,2016-09-28,7340.776010070389,-1663.4579774967276,8698.195660827932,7340.776010070389,7340.776010070389,-3781.130806124024,-3781.130806124024,-3781.130806124024,-3454.1460270720004,-3454.1460270720004,-3454.1460270720004,-61.55397812278348,-61.55397812278348,-61.55397812278348,-265.43080092924055,-265.43080092924055,-265.43080092924055,0.0,0.0,0.0,3559.645203946365
